edad,antiguedad_anios,nivel_educacional,area,satisfaccion,renuncia
44,8.0,profesional,Recursos Humanos,4.5,1
52,6.0,postgrado,Soporte,9.6,0
51,8.9,profesional,Ventas,7.9,0
54,4.1,postgrado,Soporte,2.9,1
57,6.0,profesional,Soporte,4.5,0
45,6.3,profesional,Ventas,5.9,0
30,4.2,postgrado,Soporte,6.5,0
54,1.4,profesional,Ventas,5.2,1
27,0.9,postgrado,Soporte,8.3,1
33,0.2,tecnico,TI,7.9,1
29,8.7,tecnico,Recursos Humanos,5.5,0
21,2.4,postgrado,TI,8.7,0
28,2.1,profesional,Soporte,7.8,0
22,7.4,postgrado,Soporte,8.0,0
40,3.2,postgrado,Soporte,9.6,0
45,5.1,tecnico,TI,3.4,1
27,1.6,profesional,Soporte,3.4,1
21,9.6,tecnico,Ventas,9.0,0
25,8.5,profesional,Recursos Humanos,8.0,0
47,8.6,profesional,Soporte,9.3,0
48,4.1,tecnico,Soporte,1.6,0
45,7.6,profesional,Recursos Humanos,6.6,0
44,1.4,profesional,Recursos Humanos,2.3,1
31,0.1,tecnico,Recursos Humanos,5.5,0
24,0.2,postgrado,TI,2.4,0
53,5.9,profesional,TI,2.2,1
56,4.6,postgrado,Soporte,1.1,1
34,5.2,tecnico,Recursos Humanos,6.7,0
55,0.1,tecnico,Soporte,4.2,1
34,4.2,profesional,Soporte,1.9,1
42,7.2,tecnico,Soporte,3.9,1
25,4.4,postgrado,TI,2.5,0
40,7.3,tecnico,Recursos Humanos,9.5,0
42,2.3,profesional,Soporte,3.9,0
35,8.1,profesional,TI,4.0,0
34,5.9,tecnico,Ventas,8.6,1
44,2.1,tecnico,Ventas,6.8,0
55,2.4,profesional,Soporte,7.4,0
30,6.3,profesional,Soporte,6.7,0
34,8.3,tecnico,Recursos Humanos,9.5,0
23,4.2,postgrado,Recursos Humanos,2.9,0
40,2.6,tecnico,Soporte,9.9,0
32,8.7,profesional,TI,8.5,0
41,6.7,profesional,Soporte,6.3,0
38,4.5,tecnico,Recursos Humanos,7.0,0
53,4.9,postgrado,Recursos Humanos,6.8,0
33,2.0,tecnico,TI,1.5,1
23,6.3,tecnico,Soporte,3.0,1
46,3.6,tecnico,Recursos Humanos,9.7,1
48,10.0,profesional,Soporte,5.8,0
47,4.8,profesional,Recursos Humanos,4.4,1
54,4.9,profesional,Ventas,7.9,0
27,5.7,tecnico,Ventas,5.7,0
35,9.2,tecnico,Ventas,1.1,0
55,8.0,postgrado,Recursos Humanos,7.6,0
49,4.5,tecnico,TI,7.6,0
37,7.2,postgrado,Ventas,2.5,0
21,5.9,tecnico,Recursos Humanos,9.6,0
32,4.9,postgrado,Soporte,3.0,1
23,1.9,tecnico,Ventas,5.1,0
45,4.6,profesional,TI,2.0,1
44,2.5,tecnico,TI,6.4,0
49,9.1,tecnico,TI,4.4,0
30,3.4,tecnico,Soporte,4.2,0
26,9.5,tecnico,Soporte,8.4,0
50,5.3,tecnico,TI,1.1,0
29,6.3,profesional,TI,8.2,0
58,5.4,profesional,TI,6.1,0
32,1.3,profesional,Soporte,9.9,0
50,3.8,profesional,Soporte,6.3,0
26,1.0,profesional,Recursos Humanos,1.5,1
55,6.2,profesional,Ventas,1.5,1
39,4.5,profesional,Soporte,8.9,0
23,7.8,profesional,TI,8.6,0
26,2.2,postgrado,Ventas,4.1,1
20,1.6,tecnico,Soporte,6.6,1
32,4.1,tecnico,Ventas,5.4,0
41,9.3,profesional,Recursos Humanos,9.7,0
40,7.1,tecnico,Soporte,9.5,1
41,4.2,postgrado,TI,9.9,0
47,5.2,postgrado,TI,8.8,0
28,0.8,tecnico,Recursos Humanos,9.2,1
45,9.8,tecnico,Recursos Humanos,3.0,1
28,6.7,profesional,Recursos Humanos,8.5,0
34,2.9,profesional,Recursos Humanos,7.4,0
29,5.9,tecnico,Recursos Humanos,9.7,0
43,1.1,profesional,Soporte,6.1,0
27,9.7,profesional,Soporte,1.8,0
43,1.7,tecnico,Ventas,6.4,1
35,6.5,tecnico,Recursos Humanos,7.2,0
45,2.5,profesional,TI,3.0,1
46,7.2,tecnico,TI,4.5,1
56,7.8,postgrado,Recursos Humanos,6.4,0
23,6.7,profesional,Recursos Humanos,4.4,0
43,6.1,profesional,Recursos Humanos,4.4,0
38,8.9,postgrado,Recursos Humanos,2.2,0
55,0.8,postgrado,Recursos Humanos,9.5,1
58,3.3,tecnico,TI,7.8,0
29,2.5,tecnico,Ventas,1.0,1
44,9.9,profesional,Recursos Humanos,7.9,0
37,3.9,profesional,Recursos Humanos,7.7,0
38,7.3,tecnico,Recursos Humanos,1.1,1
55,6.8,postgrado,Soporte,4.3,0
29,2.1,tecnico,TI,6.5,0
52,2.4,tecnico,TI,5.1,0
24,2.8,tecnico,Ventas,8.0,1
54,4.1,profesional,Soporte,4.8,1
53,2.3,profesional,Soporte,2.4,1
52,0.2,tecnico,Soporte,9.8,1
40,8.8,tecnico,Ventas,3.2,0
36,9.7,tecnico,Ventas,7.5,1
41,3.4,profesional,Ventas,2.3,1
56,3.4,tecnico,Soporte,4.0,1
34,0.1,postgrado,TI,5.0,0
54,6.8,tecnico,Soporte,2.7,1
47,8.3,postgrado,Ventas,5.0,0
26,1.5,tecnico,Soporte,2.4,1
51,1.6,profesional,Recursos Humanos,6.0,1
30,7.9,tecnico,Soporte,7.0,0
29,6.2,tecnico,Soporte,1.6,1
28,0.4,postgrado,TI,8.8,1
33,6.2,postgrado,TI,2.7,0
32,3.1,profesional,TI,3.0,1
44,3.7,profesional,Recursos Humanos,7.0,0
21,7.7,profesional,TI,5.2,0
54,8.1,postgrado,Recursos Humanos,5.5,0
26,4.0,tecnico,Ventas,2.2,0
40,9.5,profesional,TI,8.3,0
37,4.1,profesional,Soporte,6.6,0
22,7.7,tecnico,Soporte,2.2,0
58,4.8,postgrado,Recursos Humanos,4.4,0
60,9.0,tecnico,TI,8.3,0
30,9.1,tecnico,Soporte,6.1,0
58,0.9,profesional,Ventas,2.0,1
43,9.4,profesional,TI,4.4,1
38,8.3,tecnico,Ventas,3.2,1
23,7.9,tecnico,Soporte,5.7,0
45,2.0,postgrado,TI,8.6,0
57,8.1,tecnico,Recursos Humanos,4.9,1
51,8.5,profesional,Soporte,4.9,0
58,2.9,profesional,Ventas,9.1,0
55,9.5,profesional,TI,6.2,0
59,0.5,postgrado,Ventas,6.1,1
56,1.5,profesional,Ventas,3.4,1
52,5.4,profesional,Recursos Humanos,6.5,0
55,5.8,profesional,Recursos Humanos,6.2,0
22,6.5,profesional,Soporte,4.6,0
28,0.2,profesional,Recursos Humanos,9.9,0
27,9.6,postgrado,Recursos Humanos,8.9,0
52,0.4,tecnico,Soporte,7.7,1
25,1.4,tecnico,Soporte,5.8,0
60,0.1,tecnico,Soporte,5.2,0
58,5.7,tecnico,Soporte,2.7,0
23,9.3,tecnico,Ventas,3.8,1
32,6.7,postgrado,Ventas,8.0,1
21,8.2,profesional,Soporte,5.1,0
24,0.1,profesional,Soporte,8.9,1
46,5.4,profesional,TI,2.3,1
51,4.6,postgrado,TI,5.6,0
40,5.0,profesional,TI,6.8,0
27,0.7,postgrado,Recursos Humanos,5.7,1
57,6.8,tecnico,Ventas,9.0,0
27,5.0,postgrado,Ventas,9.9,1
22,7.7,profesional,TI,2.0,0
22,4.9,tecnico,TI,2.2,1
41,1.5,profesional,Ventas,2.2,1
25,6.5,profesional,Recursos Humanos,7.1,0
21,1.7,tecnico,TI,4.4,0
42,8.7,profesional,Soporte,7.6,0
21,6.1,tecnico,TI,4.6,1
57,1.6,tecnico,Ventas,6.6,1
36,9.6,postgrado,Ventas,7.9,0
54,5.2,profesional,TI,5.9,0
53,0.7,postgrado,TI,5.9,0
42,6.3,profesional,Soporte,1.8,0
49,2.5,tecnico,Soporte,4.7,0
27,8.0,profesional,Recursos Humanos,5.9,0
41,8.2,profesional,Recursos Humanos,5.2,0
55,9.8,postgrado,Soporte,9.1,0
24,5.0,tecnico,Recursos Humanos,9.2,0
32,4.5,postgrado,Recursos Humanos,8.4,0
48,7.5,postgrado,TI,4.4,0
50,1.3,profesional,Soporte,7.5,0
35,5.5,postgrado,TI,4.6,0
49,5.5,tecnico,TI,3.1,1
35,0.9,postgrado,Recursos Humanos,4.1,0
31,4.2,profesional,TI,1.6,0
36,8.5,tecnico,Ventas,4.0,0
35,8.6,postgrado,Recursos Humanos,5.1,0
31,1.0,profesional,Ventas,9.6,1
27,0.9,profesional,Recursos Humanos,3.8,1
39,2.6,profesional,TI,9.1,0
22,8.7,tecnico,Recursos Humanos,3.1,1
35,1.3,profesional,Ventas,2.7,1
49,7.2,postgrado,Recursos Humanos,5.7,0
42,1.0,tecnico,Ventas,7.1,1
47,6.2,tecnico,Soporte,1.4,0
59,3.6,tecnico,TI,3.0,1
24,7.9,profesional,Ventas,5.1,0
39,2.3,profesional,Soporte,4.0,1
59,6.4,profesional,TI,7.4,0
20,2.4,postgrado,Soporte,5.6,0
49,7.1,profesional,Ventas,2.4,1
40,8.7,tecnico,TI,9.1,1
39,1.3,postgrado,Soporte,3.6,1
25,8.7,profesional,Ventas,7.6,0
41,5.9,profesional,Soporte,8.0,0
37,1.3,profesional,TI,9.7,0
27,4.3,postgrado,TI,5.5,0
58,1.6,profesional,TI,6.5,1
51,7.0,tecnico,Ventas,4.0,0
52,7.6,profesional,Soporte,7.1,0
35,1.1,tecnico,Soporte,5.2,0
31,5.1,tecnico,Ventas,4.9,0
57,8.1,profesional,TI,8.7,0
53,9.4,tecnico,Recursos Humanos,1.5,0
33,5.1,tecnico,TI,8.9,0
55,9.5,tecnico,Recursos Humanos,8.7,0
52,5.4,profesional,TI,5.6,0
42,3.9,postgrado,Ventas,5.4,0
21,8.5,postgrado,Recursos Humanos,4.3,0
60,4.9,tecnico,Ventas,9.9,1
40,4.7,profesional,Recursos Humanos,2.0,0
21,4.9,postgrado,Soporte,6.3,0
46,8.5,tecnico,Recursos Humanos,7.1,0
28,8.3,profesional,Recursos Humanos,9.4,0
20,4.0,profesional,Recursos Humanos,8.0,0
30,3.3,tecnico,Soporte,6.8,0
22,4.9,postgrado,Ventas,2.1,1
42,5.7,postgrado,Soporte,4.4,1
45,2.4,tecnico,Recursos Humanos,2.2,0
23,7.9,tecnico,TI,8.9,0
37,4.9,tecnico,Soporte,7.7,1
25,3.3,tecnico,TI,7.8,0
54,1.1,profesional,Soporte,6.9,0
41,2.4,profesional,Soporte,5.6,0
34,9.5,tecnico,Recursos Humanos,2.3,0
41,3.1,postgrado,Ventas,4.0,1
56,1.7,tecnico,Ventas,2.2,1
31,4.6,tecnico,Recursos Humanos,7.5,0
57,3.1,tecnico,Soporte,2.4,1
37,0.4,profesional,Ventas,7.3,0
54,3.2,profesional,Ventas,7.2,0
49,5.4,tecnico,Ventas,5.1,0
43,5.5,tecnico,Recursos Humanos,2.2,1
49,3.6,postgrado,TI,3.8,0
33,4.5,postgrado,TI,3.9,0
25,9.7,tecnico,TI,7.3,1
22,3.8,tecnico,TI,2.0,1
35,2.6,profesional,TI,8.5,0
26,2.4,profesional,Ventas,7.8,0
33,4.6,tecnico,Ventas,2.7,1
28,7.6,postgrado,Soporte,7.5,0
34,2.1,profesional,Ventas,7.0,1
40,7.1,profesional,Recursos Humanos,7.7,0
54,0.2,profesional,Soporte,2.7,1
21,4.2,postgrado,Ventas,2.4,1
46,7.8,profesional,Soporte,3.1,1
21,3.4,tecnico,Soporte,4.3,0
54,5.6,tecnico,TI,8.1,0
37,2.0,profesional,Soporte,7.6,0
33,7.4,tecnico,Ventas,9.3,1
39,0.5,profesional,TI,1.5,1
37,8.5,postgrado,Ventas,1.1,1
29,2.0,profesional,TI,7.3,0
44,8.7,postgrado,Ventas,3.5,1
21,3.5,tecnico,TI,4.0,1
44,7.2,postgrado,TI,5.9,0
52,3.2,profesional,Recursos Humanos,1.9,0
55,9.1,tecnico,Ventas,6.8,1
50,1.3,profesional,Soporte,3.9,1
33,1.8,tecnico,TI,6.7,0
20,4.9,profesional,Ventas,8.5,1
35,0.8,profesional,TI,2.5,1
22,2.0,tecnico,Recursos Humanos,9.4,0
54,9.4,profesional,Recursos Humanos,5.8,0
60,9.8,profesional,Recursos Humanos,9.3,0
25,3.8,tecnico,Recursos Humanos,2.9,1
44,9.2,tecnico,Soporte,6.4,0
32,5.4,profesional,Soporte,4.6,0
53,2.7,profesional,TI,8.0,0
27,7.0,postgrado,Ventas,6.5,1
40,6.6,postgrado,Recursos Humanos,5.5,0
53,9.9,profesional,Recursos Humanos,9.2,0
23,2.7,profesional,Soporte,4.4,0
44,6.7,profesional,Soporte,3.0,1
34,0.5,profesional,Recursos Humanos,6.5,1
23,1.1,tecnico,Ventas,6.6,0
31,0.0,tecnico,TI,5.0,0
51,10.0,profesional,TI,5.4,0
51,8.0,tecnico,TI,9.6,0
47,7.9,profesional,TI,7.6,0
32,5.1,postgrado,Ventas,2.0,0
50,3.0,tecnico,Ventas,2.9,0
33,1.5,profesional,Ventas,9.8,1
39,2.8,postgrado,Soporte,7.5,0
37,3.8,profesional,Recursos Humanos,9.2,0
48,7.6,tecnico,Ventas,3.7,1
25,5.4,tecnico,TI,7.7,0
51,0.8,profesional,Ventas,7.4,1
48,0.2,profesional,Recursos Humanos,3.7,0
21,1.0,tecnico,Soporte,6.0,0
42,4.1,tecnico,TI,6.6,1
38,9.3,postgrado,Soporte,5.3,0
50,6.4,profesional,Ventas,8.4,0
24,8.0,postgrado,TI,8.5,0
38,4.7,profesional,TI,8.7,0
53,3.6,postgrado,Ventas,8.2,0
29,1.1,tecnico,Ventas,5.4,1
44,8.8,profesional,Recursos Humanos,4.4,0
21,7.8,tecnico,Ventas,8.5,1
30,1.7,profesional,Ventas,5.4,0
50,5.1,profesional,Ventas,3.2,0
34,4.9,tecnico,TI,5.6,0
28,6.3,postgrado,Recursos Humanos,2.3,0
42,9.5,postgrado,TI,7.2,0
38,5.8,tecnico,Ventas,4.0,0
28,5.4,profesional,Recursos Humanos,3.3,0
54,0.5,tecnico,Ventas,9.6,1
40,0.6,profesional,TI,8.0,0
28,1.9,postgrado,TI,8.1,0
47,0.3,tecnico,Ventas,6.6,0
26,7.4,postgrado,Recursos Humanos,8.6,0
35,7.2,tecnico,TI,7.8,0
35,1.4,profesional,Ventas,6.4,0
52,8.4,profesional,Soporte,9.7,0
23,1.5,tecnico,Ventas,2.7,1
23,3.0,tecnico,Ventas,9.5,0
58,2.5,postgrado,Recursos Humanos,4.6,1
59,3.7,profesional,Ventas,5.8,1
36,2.5,tecnico,Soporte,2.1,1
56,4.9,profesional,Ventas,5.9,1
58,4.1,tecnico,Soporte,6.5,0
48,9.9,tecnico,TI,10.0,0
55,0.6,profesional,Ventas,9.8,1
57,1.4,tecnico,Recursos Humanos,9.7,1
58,0.5,postgrado,Ventas,4.1,1
56,6.3,profesional,Soporte,9.9,0
54,0.5,postgrado,Soporte,5.1,0
26,8.4,profesional,Recursos Humanos,8.7,0
46,5.1,postgrado,Soporte,2.9,0
47,5.3,profesional,Ventas,5.6,0
41,5.6,profesional,Soporte,9.7,0
33,1.7,postgrado,Ventas,9.5,1
26,2.0,profesional,Ventas,7.2,1
56,3.2,tecnico,Soporte,8.2,0
41,5.9,profesional,Recursos Humanos,2.6,1
24,2.1,postgrado,TI,7.5,0
21,1.2,profesional,Recursos Humanos,6.6,0
46,9.7,profesional,TI,1.8,0
40,0.2,profesional,Recursos Humanos,2.0,1
57,8.0,postgrado,Ventas,2.0,1
34,7.9,tecnico,Ventas,7.5,0
40,3.0,profesional,Soporte,2.3,0
29,1.4,tecnico,TI,5.2,0
42,1.5,profesional,TI,4.2,0
58,7.0,profesional,Soporte,6.0,0
24,6.4,tecnico,Recursos Humanos,7.4,0
20,7.8,tecnico,Soporte,7.2,0
32,9.4,profesional,Recursos Humanos,5.6,0
40,6.9,tecnico,Soporte,5.2,0
45,1.6,tecnico,TI,4.6,1
40,2.4,postgrado,TI,8.8,0
37,8.4,tecnico,Recursos Humanos,4.0,1
56,2.1,profesional,TI,3.3,1
51,0.7,postgrado,TI,7.7,0
55,7.0,tecnico,TI,4.2,1
36,4.0,tecnico,TI,8.6,0
54,9.2,profesional,Ventas,4.0,0
30,6.5,profesional,Soporte,7.3,0
40,0.9,postgrado,Soporte,1.4,0
45,9.5,postgrado,Ventas,4.5,0
23,2.6,profesional,TI,4.1,0
53,3.4,tecnico,Soporte,8.4,1
37,4.0,tecnico,Soporte,9.7,0
59,0.5,tecnico,Soporte,5.1,0
54,5.0,tecnico,Recursos Humanos,8.4,0
60,1.2,profesional,Ventas,7.3,0
48,4.0,profesional,Recursos Humanos,9.7,0
48,3.5,tecnico,Recursos Humanos,8.3,0
57,7.7,postgrado,Ventas,1.7,1
40,8.0,tecnico,Soporte,7.4,1
32,1.5,profesional,Recursos Humanos,5.8,1
60,3.7,profesional,Soporte,1.1,0
36,3.7,profesional,Recursos Humanos,3.3,0
28,1.5,profesional,Soporte,9.3,0
60,8.0,tecnico,TI,9.3,0
20,7.1,profesional,TI,8.2,0
21,1.9,profesional,TI,9.8,0
48,3.7,postgrado,Ventas,8.3,1
52,1.1,profesional,TI,1.1,1
29,6.3,profesional,Recursos Humanos,3.6,0
59,1.2,profesional,Soporte,1.3,1
40,9.9,postgrado,Soporte,1.8,0
47,7.8,tecnico,Soporte,3.0,0
30,3.9,profesional,Soporte,5.5,0
53,5.8,profesional,Recursos Humanos,8.6,0
27,9.1,profesional,Soporte,8.8,0
41,5.5,tecnico,Recursos Humanos,6.5,0
27,1.7,profesional,Recursos Humanos,9.4,1
34,3.8,tecnico,Soporte,5.5,0
36,8.4,profesional,Soporte,9.0,0
42,6.4,profesional,Soporte,5.1,0
43,6.5,postgrado,Recursos Humanos,3.5,1
38,8.7,profesional,Ventas,9.2,0
24,8.9,tecnico,Recursos Humanos,4.5,1
51,9.2,tecnico,Ventas,5.5,0
20,0.9,postgrado,Soporte,4.0,1
42,5.4,tecnico,Recursos Humanos,7.0,0
56,7.4,profesional,Soporte,10.0,0
27,7.6,tecnico,Ventas,1.2,1
32,6.1,profesional,Ventas,9.1,0
27,1.7,profesional,Recursos Humanos,1.0,1
42,8.0,tecnico,Recursos Humanos,4.3,1
20,7.2,tecnico,Recursos Humanos,2.5,1
43,0.9,postgrado,Recursos Humanos,7.8,0
54,4.6,profesional,TI,1.5,1
43,1.7,profesional,TI,6.0,0
36,3.4,postgrado,Soporte,3.7,1
24,0.2,postgrado,Ventas,2.2,1
39,4.0,tecnico,Ventas,7.9,0
40,5.5,postgrado,Soporte,3.0,0
59,6.2,tecnico,Soporte,3.0,0
50,6.6,tecnico,Soporte,3.5,0
55,8.4,postgrado,TI,6.3,0
30,2.2,tecnico,Soporte,6.9,0
34,1.2,tecnico,Ventas,1.2,1
38,8.5,tecnico,Soporte,3.2,0
26,1.6,profesional,Recursos Humanos,4.9,0
47,9.7,profesional,Ventas,4.0,1
24,8.4,profesional,Ventas,9.0,0
24,5.0,postgrado,Ventas,8.1,0
49,9.8,profesional,TI,6.6,0
51,1.0,tecnico,TI,4.0,1
27,3.0,postgrado,Ventas,7.3,1
29,6.4,tecnico,Recursos Humanos,8.6,0
57,3.5,tecnico,Ventas,6.4,0
51,9.3,tecnico,TI,8.1,0
47,0.7,profesional,Recursos Humanos,7.7,0
36,5.5,tecnico,Ventas,6.1,0
50,5.9,tecnico,TI,3.8,1
27,6.5,tecnico,Recursos Humanos,7.7,0
59,2.6,tecnico,Soporte,2.9,1
44,3.6,profesional,Soporte,8.0,0
28,8.4,postgrado,Ventas,8.2,0
21,1.9,profesional,Soporte,8.4,0
34,8.3,tecnico,TI,5.3,0
22,5.6,tecnico,Recursos Humanos,2.7,0
55,7.6,postgrado,Ventas,1.9,0
23,7.1,tecnico,Recursos Humanos,7.7,0
33,2.1,postgrado,Recursos Humanos,9.0,0
60,5.7,tecnico,Recursos Humanos,6.9,1
60,8.7,postgrado,TI,2.3,1
44,4.3,tecnico,Ventas,9.4,0
29,9.7,profesional,Soporte,9.9,0
40,4.5,profesional,Recursos Humanos,4.9,0
55,1.4,profesional,Recursos Humanos,6.4,0
31,3.9,tecnico,Recursos Humanos,8.0,0
46,9.5,profesional,TI,7.6,0
59,3.2,profesional,Soporte,9.7,0
21,8.7,tecnico,Recursos Humanos,2.0,0
32,8.8,tecnico,TI,6.2,0
51,3.5,profesional,TI,7.2,0
50,0.8,tecnico,Recursos Humanos,9.0,0
35,7.2,profesional,Recursos Humanos,8.9,0
51,3.1,tecnico,TI,9.8,0
51,7.8,profesional,TI,5.6,0
53,4.4,tecnico,Recursos Humanos,8.5,0
30,4.9,profesional,TI,4.8,0
29,7.8,tecnico,TI,4.8,1
34,3.8,tecnico,Recursos Humanos,3.3,0
36,4.4,tecnico,Recursos Humanos,8.4,0
59,3.8,postgrado,Ventas,9.9,0
37,3.7,tecnico,Soporte,3.3,0
28,5.3,profesional,Recursos Humanos,1.5,0
44,8.1,tecnico,Recursos Humanos,8.3,0
59,3.6,tecnico,Recursos Humanos,6.6,0
33,5.2,profesional,Soporte,9.6,0
44,6.7,profesional,Ventas,3.3,1
41,2.7,postgrado,TI,1.6,1
49,2.8,postgrado,Soporte,5.4,0
39,9.3,profesional,Recursos Humanos,1.8,1
40,7.2,profesional,Recursos Humanos,3.4,0
51,5.8,profesional,Ventas,2.1,1
40,6.5,tecnico,Ventas,3.0,1
54,0.3,postgrado,Ventas,2.0,1
51,6.2,profesional,TI,9.6,0
49,5.1,profesional,Soporte,3.5,1
58,5.5,tecnico,Soporte,5.0,0
31,3.6,tecnico,Ventas,9.1,1
60,0.8,postgrado,TI,7.1,0
37,1.9,tecnico,Soporte,6.6,1
40,9.5,profesional,Recursos Humanos,7.4,0
32,4.1,tecnico,Recursos Humanos,8.5,0
40,4.7,postgrado,Recursos Humanos,8.9,0
27,0.5,tecnico,Soporte,6.8,1
59,0.4,postgrado,Ventas,9.0,1
26,7.2,tecnico,Recursos Humanos,5.8,0
42,5.4,postgrado,Ventas,3.5,1
51,5.1,profesional,TI,8.9,0
30,2.4,tecnico,Recursos Humanos,5.9,0
41,7.4,profesional,TI,9.2,0
41,1.7,tecnico,Ventas,1.4,1
44,1.9,tecnico,Soporte,4.6,1
41,4.6,postgrado,Ventas,9.5,1
47,2.9,profesional,Recursos Humanos,3.2,0
48,2.5,tecnico,Recursos Humanos,9.5,1
32,6.5,tecnico,Ventas,9.6,0
37,6.5,tecnico,Recursos Humanos,8.9,0
21,8.2,postgrado,Recursos Humanos,6.1,0
48,4.2,tecnico,TI,6.8,0
40,0.7,postgrado,Soporte,8.8,0
34,2.7,postgrado,Ventas,8.0,0
46,9.8,tecnico,TI,6.7,0
50,6.0,tecnico,Recursos Humanos,9.8,0
34,7.1,postgrado,TI,7.2,0
42,0.1,tecnico,Soporte,9.8,0
43,5.2,tecnico,Ventas,1.5,1
32,0.4,tecnico,Soporte,2.3,1
41,5.7,profesional,Soporte,5.1,0
56,9.2,profesional,TI,4.5,0
52,9.7,tecnico,TI,8.0,1
22,5.4,tecnico,Soporte,2.4,1
38,4.6,postgrado,Recursos Humanos,9.8,0
42,9.5,profesional,Ventas,3.8,1
48,6.7,profesional,Recursos Humanos,4.9,0
49,0.6,profesional,Recursos Humanos,3.5,1
58,4.7,profesional,Ventas,6.2,1
44,2.4,profesional,TI,1.5,1
56,4.7,tecnico,Recursos Humanos,2.3,0
27,4.6,tecnico,TI,7.7,0
35,5.8,profesional,Ventas,2.7,1
27,3.6,profesional,Recursos Humanos,3.1,0
20,1.6,postgrado,TI,8.1,0
24,5.0,tecnico,TI,1.8,0
22,8.3,postgrado,Recursos Humanos,4.9,0
20,6.6,postgrado,Ventas,1.2,1
23,3.4,tecnico,Soporte,4.1,1
59,9.4,profesional,TI,7.3,0
54,9.1,profesional,Ventas,1.8,1
51,2.1,postgrado,Recursos Humanos,9.0,0
53,0.4,profesional,TI,9.2,0
44,7.4,profesional,TI,1.9,0
29,8.3,profesional,TI,9.9,0
40,9.7,tecnico,Ventas,3.7,1
58,8.9,tecnico,TI,1.8,1
46,6.0,profesional,TI,1.0,1
46,5.3,profesional,Recursos Humanos,4.7,1
21,0.3,profesional,TI,6.7,0
60,2.5,profesional,Ventas,4.0,0
32,4.6,tecnico,Recursos Humanos,8.5,0
28,6.3,profesional,Soporte,7.4,0
55,5.6,tecnico,Recursos Humanos,4.2,0
41,7.4,postgrado,TI,7.6,0
45,2.8,postgrado,Soporte,9.5,0
31,5.6,profesional,Recursos Humanos,1.8,0
36,0.9,tecnico,TI,3.8,0
33,4.1,tecnico,Recursos Humanos,5.2,0
33,7.5,profesional,Ventas,5.5,0
53,6.9,profesional,TI,5.9,0
39,9.9,profesional,Ventas,3.7,1
30,2.8,tecnico,TI,7.0,0
35,5.0,profesional,Ventas,6.8,0
50,3.3,profesional,Soporte,6.2,0
25,4.4,tecnico,Ventas,2.0,1
38,8.6,profesional,Recursos Humanos,5.3,0
56,6.8,tecnico,TI,4.2,1
23,8.8,profesional,Recursos Humanos,5.4,0
23,2.0,postgrado,Ventas,9.3,0
39,8.7,profesional,TI,5.3,0
29,0.6,postgrado,Ventas,1.1,1
43,8.9,profesional,Soporte,4.9,0
54,3.3,tecnico,Soporte,8.4,0
45,3.1,profesional,Soporte,8.0,0
56,5.1,profesional,Ventas,5.6,0
57,9.4,tecnico,Ventas,3.2,1
40,0.5,tecnico,Soporte,5.2,1
59,3.5,profesional,Ventas,6.1,1
58,8.6,tecnico,Recursos Humanos,10.0,0
40,4.0,tecnico,Ventas,6.8,0
29,2.0,profesional,Recursos Humanos,7.2,0
57,4.2,tecnico,Soporte,5.4,0
23,3.9,postgrado,Ventas,4.2,1
39,9.2,tecnico,Soporte,8.3,0
36,7.6,profesional,TI,5.5,0
26,5.1,profesional,Ventas,10.0,1
23,9.9,profesional,Ventas,5.1,1
48,4.7,tecnico,Soporte,1.6,0
33,0.6,postgrado,Soporte,7.1,0
22,2.6,profesional,Soporte,1.4,1
43,4.4,postgrado,TI,3.3,0
56,1.6,tecnico,TI,4.2,1
35,9.5,tecnico,Soporte,7.7,0
23,7.7,profesional,Ventas,5.4,0
43,2.7,tecnico,Ventas,1.3,1
53,5.9,profesional,Soporte,6.6,0
49,7.2,tecnico,Recursos Humanos,4.7,0
37,9.4,profesional,TI,9.3,0
38,8.8,postgrado,TI,5.5,0
50,5.2,profesional,Recursos Humanos,7.4,0
38,7.7,postgrado,Soporte,3.0,0
38,5.6,profesional,Ventas,7.8,0
41,5.5,profesional,Ventas,7.5,0
43,1.1,postgrado,TI,9.1,0
31,1.3,postgrado,Recursos Humanos,1.3,1
49,5.3,profesional,Ventas,5.0,0
57,2.7,tecnico,TI,7.1,0
50,0.2,profesional,Ventas,1.9,1
55,7.2,tecnico,Ventas,4.7,1
38,0.3,profesional,Ventas,9.5,1
55,6.0,profesional,TI,4.9,0
49,5.4,postgrado,Recursos Humanos,9.9,0
52,9.7,postgrado,Soporte,1.5,0
37,4.8,profesional,Recursos Humanos,7.5,0
47,0.6,tecnico,Ventas,6.2,1
30,5.5,postgrado,Recursos Humanos,5.5,0
52,8.4,tecnico,Ventas,9.7,1
36,10.0,profesional,TI,2.2,1
25,4.3,tecnico,TI,9.1,0
23,3.2,tecnico,TI,7.2,0
39,9.1,postgrado,Ventas,3.3,1
46,1.9,tecnico,Recursos Humanos,9.1,0
34,6.2,profesional,Soporte,4.9,1
25,4.1,tecnico,Soporte,8.3,0
33,0.4,postgrado,TI,4.5,1
30,3.5,postgrado,Soporte,8.7,0
58,2.7,tecnico,Ventas,6.7,1
28,6.9,tecnico,Recursos Humanos,2.3,0
45,9.5,profesional,Soporte,6.8,0
35,2.7,tecnico,Soporte,2.7,0
24,8.1,profesional,Recursos Humanos,4.7,1
